Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
corey earns extra money finding lost golf balls . his goal is to find number0 golfballs every weekend . he found number1 golf balls on saturday . he found number2 more golf balls on sunday . how many more golf balls does corey need to find to reach his goal ?,48 16 18,- - number0 number1 number2,14.0,"[1, 2, 3, 4, 5, 7, 13, 14, 15, 16, 20, 21, 22, 23, 28, 29, 30, 32, 47, 48, 49]",3,TVQ-Change,corey earns extra money finding lost golf balls . his goal is to find number0 golfballs every weekend . he found number1 golf balls on saturday . he found number2 more golf balls on sunday .,how many more golf balls does corey need to find to reach his goal ?
carey and pat are moving chairs to the gym . they agreed to move number0 chairs . carey moved number1 chairs . pat has moved number2 chairs . how many more chairs do they have left to move ?,74 28 29,- - number0 number1 number2,17.0,"[1, 2, 3, 4, 35, 36, 7, 37, 13, 14, 15, 18, 19, 20, 24, 25, 26]",3,TVQ-Final,carey and pat are moving chairs to the gym . they agreed to move number0 chairs . carey moved number1 chairs . pat has moved number2 chairs .,how many more chairs do they have left to move ?
jean had a bag of candy . she gave number0 pieces to her friend . jean ate number1 pieces . now she has number2 pieces left . how many pieces of candy did jean have at first ?,18 7 16,+ + number2 number1 number0,41.0,"[1, 2, 34, 35, 36, 7, 8, 9, 10, 16, 17, 18, 22, 23, 24]",3,TVQ-Initial,jean had a bag of candy . she gave number0 pieces to her friend . jean ate number1 pieces . now she has number2 pieces left .,how many pieces of candy did jean have at first ?
charlene made number0 bead necklaces . she sold number1 at a craft fair . she gave number2 to her friends . how many necklaces did charlene have then ?,60 16 18,- - number0 number1 number2,26.0,"[1, 2, 3, 4, 5, 7, 8, 9, 15, 16, 17, 25, 26, 27]",3,TVQ-Final,charlene made number0 bead necklaces . she sold number1 at a craft fair . she gave number2 to her friends .,how many necklaces did charlene have then ?
ramon works at the supermarket . he put number0 boxes of choco delights on the shelf . there were already number1 boxes there . later that day ramon counted number2 boxes on the shelf . how many boxes of choco delights were missing ?,26 15 22,+ - number0 number2 number1,19.0,"[1, 4, 7, 8, 9, 40, 41, 42, 19, 20, 21, 28, 29, 30]",3,TVQ-Change,ramon works at the supermarket . he put number0 boxes of choco delights on the shelf . there were already number1 boxes there . later that day ramon counted number2 boxes on the shelf .,how many boxes of choco delights were missing ?
amy has number0 balloons . number1 of them are red and number2 are green . the rest of the balloons are blue . how many blue balloons does amy have ?,67 29 17,- - number0 number1 number2,21.0,"[1, 2, 3, 5, 6, 10, 11, 12, 27, 28, 29]",3,TVQ-Initial,amy has number0 balloons . number1 of them are red and number2 are green . the rest of the balloons are blue .,how many blue balloons does amy have ?
number0 children and number1 adults went to the track meet . the stadium has number2 seats . how many seats were empty ?,52 29 95,- - number2 number0 number1,14.0,"[0, 1, 2, 3, 4, 5, 13, 14, 15, 19, 20, 21]",3,TVQ-Final,number0 children and number1 adults went to the track meet . the stadium has number2 seats .,how many seats were empty ?
mr. lee gave out first place ribbons after each event . he had number0 ribbons at the start . he gave away number1 ribbons in the morning . he gave out number2 ribbons in the afternoon . how many ribbons did mr. lee have left ?,38 14 16,- - number0 number1 number2,8.0,"[32, 1, 2, 3, 4, 8, 42, 43, 12, 13, 14, 44, 21, 22, 23, 30, 31]",3,TVQ-Final,mr. lee gave out first place ribbons after each event . he had number0 ribbons at the start . he gave away number1 ribbons in the morning . he gave out number2 ribbons in the afternoon .,how many ribbons did mr. lee have left ?
cheryl and lori started a lemonade stand on friday . they bought number0 plastic cups . they sold a lot of lemonade and only had number1 cups left . how many cups did cheryl and lori use ?,85 18,- number0 number1,67.0,"[1, 34, 3, 35, 36, 7, 8, 11, 12, 13, 14, 24, 25, 26]",3,Subtraction,cheryl and lori started a lemonade stand on friday . they bought number0 plastic cups . they sold a lot of lemonade and only had number1 cups left .,how many cups did cheryl and lori use ?
liz and jenn had a book sale . they sold number0 detective books and number1 puzzle books . how many books did they sell altogether ?,27 15,+ number0 number1,42.0,"[1, 5, 9, 10, 11, 12, 13, 14, 15, 16, 22, 23, 24]",3,Addition,liz and jenn had a book sale . they sold number0 detective books and number1 puzzle books .,how many books did they sell altogether ?
scott and sam decided to sell their old comic books . they had number0 comic books altogether . after the sale they only had number1 comic books . how many comic books did scott and sam sell ?,90 25,- number0 number1,65.0,"[1, 2, 34, 35, 5, 36, 7, 8, 12, 13, 14, 15, 23, 24, 25, 26]",3,Subtraction,scott and sam decided to sell their old comic books . they had number0 comic books altogether . after the sale they only had number1 comic books .,how many comic books did scott and sam sell ?
frankie and max went trick-or-treating . frankie got number0 pieces of candy . max got number1 pieces of candy . how many more pieces of candy did max get ?,74 92,- number1 number0,18.0,"[1, 2, 7, 8, 9, 14, 15, 16, 26, 27, 28]",3,Subtraction,frankie and max went trick-or-treating . frankie got number0 pieces of candy . max got number1 pieces of candy .,how many more pieces of candy did max get ?
connie saved up $ number0 . she wants to buy a watch that costs $ number1 . how much more money does connie need ?,39 55,- number1 number0,16.0,"[1, 3, 4, 13, 14, 15, 21, 22, 23]",3,Subtraction,connie saved up $ number0 . she wants to buy a watch that costs $ number1 .,how much more money does connie need ?
the book nook sold number0 computer books last week . the sold number1 more cook books than computer books . how many cook books did the book nook sell ?,27 15,+ number0 number1,42.0,"[1, 3, 4, 5, 6, 8, 11, 12, 13, 26, 27, 28]",3,Addition,the book nook sold number0 computer books last week . the sold number1 more cook books than computer books .,how many cook books did the book nook sell ?
terry and grace are building a gear machine . terry used number0 building pieces . grace used number1 pieces . how many building pieces did they use altogether ?,37 45,+ number0 number1,82.0,"[1, 6, 10, 11, 12, 13, 16, 17, 18, 25, 26, 27]",3,Addition,terry and grace are building a gear machine . terry used number0 building pieces . grace used number1 pieces .,how many building pieces did they use altogether ?
richard and bruno played miniature golf . richard 's score was number0 bruno 's score was number1 points lower than richard 's score . what was bruno 's score ?,62 14,- number0 number1,48.0,"[10, 11, 12, 16, 17, 18, 26, 27, 28]",3,Subtraction,richard and bruno played miniature golf . richard 's score was number0 bruno 's score was number1 points lower than richard 's score .,what was bruno 's score ?
angela won a contest . she gets $ number0 to spend at puzzle palace . she bought many wonderful puzzles . she had $ number1 left . how much did she spend ?,90 12,- number0 number1,78.0,"[1, 7, 8, 9, 23, 24, 25, 29, 30, 31]",3,Subtraction,angela won a contest . she gets $ number0 to spend at puzzle palace . she bought many wonderful puzzles . she had $ number1 left .,how much did she spend ?
the giant ferris wheel can seat number0 people . there are number1 people waiting in line . how many people wo n't get on the ride this time ?,56 92,- number1 number0,36.0,"[1, 5, 6, 7, 10, 11, 12, 25, 26, 27]",3,Subtraction,the giant ferris wheel can seat number0 people . there are number1 people waiting in line .,how many people wo n't get on the ride this time ?
erin and dana finished a number0 day bike-a-thon . they rode number1 miles the first day the rode number2 miles the second day . how many miles did they ride altogether ?,2 37 55,+ number1 number2,92.0,"[1, 4, 5, 6, 8, 10, 11, 12, 17, 18, 19, 28, 29, 30]",3,Addition,erin and dana finished a number0 day bike-a-thon . they rode number1 miles the first day the rode number2 miles the second day .,how many miles did they ride altogether ?
paul and vinnie deliver newspapers . paul made $ number0 in tips . vinnie made $ number1 more than paul . how much did vinnie make ?,14 16,+ number0 number1,30.0,"[1, 4, 8, 9, 10, 15, 16, 17, 23, 24, 25]",3,Addition,paul and vinnie deliver newspapers . paul made $ number0 in tips . vinnie made $ number1 more than paul .,how much did vinnie make ?
chris has number0 soccer cards . his friend charlie has number1 cards . how many fewer cards does chris have ?,18 32,- number1 number0,14.0,"[1, 2, 3, 4, 6, 9, 10, 11, 17, 18, 19]",3,Subtraction,chris has number0 soccer cards . his friend charlie has number1 cards .,how many fewer cards does chris have ?
matthew and billie went apple picking . matthew found number0 big red apples . billie found some as well . together they found number1 apples . how many apples did billie find ?,46 80,- number1 number0,34.0,"[1, 2, 3, 4, 5, 8, 9, 10, 12, 22, 23, 24, 29, 30, 31]",3,Subtraction,matthew and billie went apple picking . matthew found number0 big red apples . billie found some as well . together they found number1 apples .,how many apples did billie find ?
number0 campers went rowing in the morning . number1 campers went rowing in the afternoon . how many campers went rowing in all ?,35 27,+ number0 number1,62.0,"[0, 1, 2, 4, 5, 8, 9, 20, 21, 22]",3,Addition,number0 campers went rowing in the morning . number1 campers went rowing in the afternoon .,how many campers went rowing in all ?
mrs. griffin went to the grocery store with $ number0 . she had $ number1 left after shopping . how much did mrs. griffin spend ?,70 16,- number0 number1,54.0,"[8, 9, 12, 13, 14, 15, 22, 23, 24]",3,Subtraction,mrs. griffin went to the grocery store with $ number0 . she had $ number1 left after shopping .,how much did mrs. griffin spend ?
the wildcats scored number0 points in the first half of the game . the panthers scored number1 points . how many more points did the wildcats score ?,36 17,- number0 number1,19.0,"[1, 2, 3, 4, 7, 15, 16, 17, 24, 25, 26]",3,Subtraction,the wildcats scored number0 points in the first half of the game . the panthers scored number1 points .,how many more points did the wildcats score ?
brian ran around the school track in number0 seconds . todd ran around it in number1 seconds . how many fewer seconds did it take todd to run around the tracl ?,96 88,- number0 number1,8.0,"[1, 2, 6, 7, 8, 14, 15, 16, 28, 29, 30]",3,Subtraction,brian ran around the school track in number0 seconds . todd ran around it in number1 seconds .,how many fewer seconds did it take todd to run around the tracl ?
alexa and katerina stood on a scale together . the scale read number0 pounds . alexa knows she weighs number1 pounds . how much does katerina weigh ?,95 46,- number0 number1,49.0,"[2, 3, 11, 12, 13, 18, 19, 20, 24, 25, 26]",3,Subtraction,alexa and katerina stood on a scale together . the scale read number0 pounds . alexa knows she weighs number1 pounds .,how much does katerina weigh ?
the difference between number0 numbers is number1 the smaller number is number2 what is the larger number ?,2 24 46,+ number2 number1,70.0,"[2, 3, 4, 5, 6, 7, 11, 12, 13, 14, 15, 16]",3,Addition,the difference between number0 numbers is number1 the smaller number is number2 what,is the larger number ?
sam and erica have $ number0 together . sam has $ number1 . how does erica have ?,91 38,- number0 number1,53.0,"[1, 3, 4, 5, 6, 10, 11, 14, 15, 16]",3,Subtraction,sam and erica have $ number0 together . sam has $ number1 .,how does erica have ?
a book has number0 chapters . the first chapter is number1 pages long . the second chapter is number2 pages long . how many pages does the book have altogether ?,2 48 46,+ number1 number2,94.0,"[1, 2, 3, 4, 6, 9, 10, 11, 17, 18, 19, 27, 28, 29]",3,Addition,a book has number0 chapters . the first chapter is number1 pages long . the second chapter is number2 pages long .,how many pages does the book have altogether ?
ted and fred measured their height . their total height is number0 inches . ted is number1 inches tall . how tall is fred ?,98 39,- number0 number1,59.0,"[10, 11, 12, 15, 16, 17, 21, 22, 23]",3,Subtraction,ted and fred measured their height . their total height is number0 inches . ted is number1 inches tall .,how tall is fred ?
wendy bought number0 inches of ribbon . she used number1 inches to wrap presents . how much ribbon did wendy have left ?,84 46,- number0 number1,38.0,"[1, 2, 3, 8, 9, 10, 19, 20, 21]",3,Subtraction,wendy bought number0 inches of ribbon . she used number1 inches to wrap presents .,how much ribbon did wendy have left ?
the grasshopper and the frog had a jumping contest . the grasshopper jumped number0 inches . the frog jumped number1 inches farther than the grasshopper . how far did the frog jump ?,25 15,+ number0 number1,40.0,"[12, 13, 14, 18, 19, 20, 29, 30, 31]",3,Addition,the grasshopper and the frog had a jumping contest . the grasshopper jumped number0 inches . the frog jumped number1 inches farther than the grasshopper .,how far did the frog jump ?
during summer break number0 kids from lawrence county go to camp and the other number1 kids stay home . about how many kids are in lawrence county ?,564237 495718,+ number0 number1,1059955.0,"[2, 3, 4, 7, 8, 13, 14, 15, 16, 24, 25, 26]",4,Addition,during summer break number0 kids from lawrence county go to camp and the other number1 kids stay home .,about how many kids are in lawrence county ?
there is a snail problem in centerville . people work together to get rid number0 snails but number1 of them remain . about how many snails were originally in centerville ?,3482 8278,+ number0 number1,11760.0,"[2, 4, 5, 7, 13, 14, 15, 16, 17, 18, 27, 28, 29]",4,Addition,there is a snail problem in centerville . people work together to get rid number0 snails but number1 of them remain .,about how many snails were originally in centerville ?
recently the postal service sold stamps with famous people pictured on them . they sold number0 color stamps as well as number1 black-and-white number2 . about how many stamps did they sell ?,578833 523776 1,+ number0 number1,1102609.0,"[1, 4, 14, 15, 16, 17, 18, 20, 21, 22, 23, 29, 30, 31]",4,Addition,recently the postal service sold stamps with famous people pictured on them . they sold number0 color stamps as well as number1 black-and-white number2 .,about how many stamps did they sell ?
sharon has number0 plums . allan has number1 plums . what 's the difference of the number of sharon 's plums and allan 's plums ?,7 10,- number1 number0,3.0,"[1, 2, 3, 6, 7, 8, 22, 23, 24]",1,Difference,sharon has number0 plums . allan has number1 plums .,what 's the difference of the number of sharon 's plums and allan 's plums ?
you have number0 balloons and your friend has number1 balloons . what 's the difference of the number of your balloons and your friend 's balloons ?,7 5,- number0 number1,2.0,"[1, 2, 3, 7, 8, 9, 23, 24, 25]",1,Difference,you have number0 balloons and your friend has number1 balloons .,what 's the difference of the number of your balloons and your friend 's balloons ?
there are number0 birds and number1 nests . what 's the difference of the number of birds and nests over there ?,6 3,- number0 number1,3.0,"[1, 2, 3, 4, 5, 6, 18, 19, 20]",1,Difference,there are number0 birds and number1 nests .,what 's the difference of the number of birds and nests over there ?
there are number0 flowers and number1 bees . what 's the difference of the number of flowers and bees over there ?,5 3,- number0 number1,2.0,"[1, 2, 3, 4, 5, 6, 18, 19, 20]",1,Difference,there are number0 flowers and number1 bees .,what 's the difference of the number of flowers and bees over there ?
there are number0 squirrels in a tree with number1 nuts . what 's the difference of the number of squirrels and nuts over there ?,4 2,- number0 number1,2.0,"[1, 2, 3, 7, 8, 9, 21, 22, 23]",1,Difference,there are number0 squirrels in a tree with number1 nuts .,what 's the difference of the number of squirrels and nuts over there ?
alyssa had number0 cookies . aiyanna has number1 what 's the difference of the number of alyssa 's cookies and aiyanna 's cookies ?,129 140,- number1 number0,11.0,"[2, 3, 4, 7, 8, 9, 20, 21, 22]",2,Difference,alyssa had number0 cookies . aiyanna has number1 what,'s the difference of the number of alyssa 's cookies and aiyanna 's cookies ?
mrs. sheridan has number0 cats . mrs. garrett has number1 cats . what 's the difference of the number of mrs. sheridan 's cats and mrs. garrett 's cats ?,11 24,- number1 number0,13.0,"[2, 3, 4, 8, 9, 10, 26, 27, 28]",2,Difference,mrs. sheridan has number0 cats . mrs. garrett has number1 cats .,what 's the difference of the number of mrs. sheridan 's cats and mrs. garrett 's cats ?
mrs. santiago has number0 red roses . mrs. garrett has number1 what 's the difference of the number of mrs. santiago 's red roses and mrs. garrett 's red roses ?,58 24,- number0 number1,34.0,"[2, 3, 4, 5, 9, 10, 11, 17, 27, 28, 29]",2,Difference,mrs. santiago has number0 red roses . mrs. garrett has number1 what,'s the difference of the number of mrs. santiago 's red roses and mrs. garrett 's red roses ?
bobby has number0 books . kristi has number1 books . what 's the difference of the number of bobby 's books and kristi 's books ?,142 78,- number0 number1,64.0,"[1, 2, 3, 6, 7, 8, 22, 23, 24]",2,Difference,bobby has number0 books . kristi has number1 books .,what 's the difference of the number of bobby 's books and kristi 's books ?
diane wants to buy a package of cookies . the cookies cost number0 cents . diane has number1 cents . what 's the difference between the cost of the cookies and the money of diane ?,65 27,- number0 number1,38.0,"[32, 1, 2, 33, 34, 11, 12, 13, 16, 17, 18]",3,Difference,diane wants to buy a package of cookies . the cookies cost number0 cents . diane has number1 cents .,what 's the difference between the cost of the cookies and the money of diane ?
there are number0 questions on the math test . number1 questions are word problems . number2 questions are addition and subtraction problems . steve can only answer number3 questions . what 's the difference between the number of all questions on the math test and the number of questions that steve can answer ?,45 17 28 38,- number0 number3,7.0,"[1, 2, 3, 9, 10, 12, 15, 16, 50, 51, 52, 21, 26, 27, 28]",3,Difference,there are number0 questions on the math test . number1 questions are word problems . number2 questions are addition and subtraction problems . steve can only answer number3 questions .,what 's the difference between the number of all questions on the math test and the number of questions that steve can answer ?
at the arcade billy had won number0 tickets . after buying a yoyo he had number1 tickets left . what 's the difference between the number of billy 's tickets he won and he had the left after buying yoyo ?,48 32,- number0 number1,16.0,"[5, 6, 7, 37, 38, 39, 14, 15, 16]",2,Difference,at the arcade billy had won number0 tickets . after buying a yoyo he had number1 tickets left .,what 's the difference between the number of billy 's tickets he won and he had the left after buying yoyo ?
for halloween frank got number0 pounds of candy . if he gave number1 pounds to nancy what 's the difference between the pounds of frank 's candy before he gave nancy and he gave to ?,15 8,- number0 number1,7.0,"[32, 33, 2, 3, 4, 5, 34, 11, 12, 13]",1,Difference,for halloween frank got number0 pounds of candy . if he gave number1 pounds to nancy,what 's the difference between the pounds of frank 's candy before he gave nancy and he gave to ?
billy was playing basketball with his friend . billy scored number0 points and his friend scored number1 points . what 's the difference between billy 's points and his friend 's points ?,7 9,- number1 number0,2.0,"[1, 7, 9, 10, 11, 15, 16, 17, 29, 30, 31]",4,Difference,billy was playing basketball with his friend . billy scored number0 points and his friend scored number1 points .,what 's the difference between billy 's points and his friend 's points ?
when maria got to the fair she had $ number0 . when she left she had $ number1 . what 's the difference between the number of dollars when maria got and left the fair ?,87 16,- number0 number1,71.0,"[32, 33, 34, 7, 8, 9, 15, 16, 17]",2,Difference,when maria got to the fair she had $ number0 . when she left she had $ number1 .,what 's the difference between the number of dollars when maria got and left the fair ?
haley collected number0 cans for recycling . if she put number1 cans in number2 bag what 's the difference between the number of recycling cans that haley collected and put in the bag ?,9 7 1,- number0 number1,2.0,"[32, 1, 2, 3, 9, 10, 11, 12, 13, 14, 30, 31]",4,Difference,haley collected number0 cans for recycling . if she put number1 cans in number2 bag,what 's the difference between the number of recycling cans that haley collected and put in the bag ?
paul spent $ number0 . now he has $ number1 . what 's the difference between the number of dollars that he spent and he has now ?,75 11,- number0 number1,64.0,"[1, 2, 3, 7, 8, 9, 24, 25, 26]",2,Difference,paul spent $ number0 . now he has $ number1 .,what 's the difference between the number of dollars that he spent and he has now ?
a chef had number0 apples . after making some pies he had number1 left . what 's the difference between the number of apples before the chef made pies and the after the chef making pies ?,46 14,- number0 number1,32.0,"[33, 2, 3, 4, 5, 34, 35, 11, 12, 13]",2,Difference,a chef had number0 apples . after making some pies he had number1 left .,what 's the difference between the number of apples before the chef made pies and the after the chef making pies ?
oliver was weighing boxes for moving . the first was number0 pounds the second was number1 pounds and the last was number2 pounds . what 's the difference between the weight of the first box and the third box ?,2 3 13,- number2 number0,11.0,"[36, 37, 38, 9, 10, 11, 14, 15, 16, 20, 21, 22]",1,Difference,oliver was weighing boxes for moving . the first was number0 pounds the second was number1 pounds and the last was number2 pounds .,what 's the difference between the weight of the first box and the third box ?
haley had number0 dollars . if she got number1 more dollars in total for doing chores and her birthday what 's the difference between the number of dollars before haley got money and she got from events ?,2 13,- number1 number0,11.0,"[1, 2, 3, 4, 34, 35, 7, 8, 9, 10, 36]",1,Difference,haley had number0 dollars . if she got number1 more dollars in total for doing chores and her birthday,what 's the difference between the number of dollars before haley got money and she got from events ?
kale mowed his lawn number0 times total during the spring . if he mowed it number1 times in the summer . what 's the difference between the number of times on mowing in the spring and summer ?,8 5,- number0 number1,3.0,"[34, 3, 4, 5, 35, 36, 14, 15, 16]",4,Difference,kale mowed his lawn number0 times total during the spring . if he mowed it number1 times in the summer .,what 's the difference between the number of times on mowing in the spring and summer ?
dave was picking up sticks from his yard . he picked up number0 but there were still number1 left . what 's the difference between the number of sticks that dave picked up and the left ?,14 4,- number0 number1,10.0,"[33, 34, 35, 11, 12, 13, 16, 17, 18]",1,Difference,dave was picking up sticks from his yard . he picked up number0 but there were still number1 left .,what 's the difference between the number of sticks that dave picked up and the left ?
a waiter had number0 customers . after some left he still had number1 customers . what 's the difference between the number of customers before leaving and after leaving ?,19 4,- number0 number1,15.0,"[2, 3, 4, 5, 11, 12, 13, 26, 27, 28]",1,Difference,a waiter had number0 customers . after some left he still had number1 customers .,what 's the difference between the number of customers before leaving and after leaving ?
while playing a video game victor lost number0 lives . now he has number1 lives . what 's the difference between the number of the lives that victor lost and now ?,14 2,- number0 number1,12.0,"[2, 6, 7, 8, 12, 13, 14, 28, 29, 30]",1,Difference,while playing a video game victor lost number0 lives . now he has number1 lives .,what 's the difference between the number of the lives that victor lost and now ?
tripp and charlotte are going on a number0 mile hike . tripp 's backpack weighs number1 pounds . charlotte 's backpack weighs number2 pounds . they hiked number3 miles the first day . what 's the difference between the pounds of backpack of tripp and charlotte ?,36 25 18 9,- number1 number2,7.0,"[3, 6, 7, 8, 43, 44, 45, 14, 15, 16, 21, 22, 23, 26, 27, 28]",3,Difference,tripp and charlotte are going on a number0 mile hike . tripp 's backpack weighs number1 pounds . charlotte 's backpack weighs number2 pounds . they hiked number3 miles the first day .,what 's the difference between the pounds of backpack of tripp and charlotte ?
a furniture store had number0 chairs . after selling some there was number1 left . what 's the difference between the number of chairs before selling and the left ?,15 3,- number0 number1,12.0,"[3, 4, 5, 11, 12, 13, 26, 27, 28]",1,Difference,a furniture store had number0 chairs . after selling some there was number1 left .,what 's the difference between the number of chairs before selling and the left ?
a store has number0 shirts . after selling some there were number1 left . what 's the difference between of the number of shirts before selling and after selling ?,49 28,- number0 number1,21.0,"[2, 3, 4, 10, 11, 12, 26, 27, 28]",2,Difference,a store has number0 shirts . after selling some there were number1 left .,what 's the difference between of the number of shirts before selling and after selling ?
zoe picked number0 apples from her tree . now the tree has number1 apples still on it . what 's the difference between the number of apples zoe picked and now the tree has ?,5 6,- number1 number0,1.0,"[32, 1, 2, 3, 33, 11, 12, 13, 31]",1,Difference,zoe picked number0 apples from her tree . now the tree has number1 apples still on it .,what 's the difference between the number of apples zoe picked and now the tree has ?
a museum had number0 paintings . after they got rid of some they had number1 left . what 's the difference between the number of paintings before they got rid of and the left ?,14 4,- number0 number1,10.0,"[32, 33, 2, 3, 4, 7, 13, 14, 15, 31]",1,Difference,a museum had number0 paintings . after they got rid of some they had number1 left .,what 's the difference between the number of paintings before they got rid of and the left ?
a clown had number0 balloons . he gave number1 away at a party . what 's the difference between the number of balloons the clown had in the beginning and he gave away at a party ?,16 4,- number0 number1,12.0,"[33, 2, 3, 4, 34, 35, 7, 8, 9]",1,Difference,a clown had number0 balloons . he gave number1 away at a party .,what 's the difference between the number of balloons the clown had in the beginning and he gave away at a party ?
the library has number0 science books . the second graders borrowed number1 of them . what 's the difference between the number of science books the library has in the beginning and the second graders borrowed ?,75 18,- number0 number1,57.0,"[33, 2, 3, 4, 5, 34, 35, 10, 11, 12]",3,Difference,the library has number0 science books . the second graders borrowed number1 of them .,what 's the difference between the number of science books the library has in the beginning and the second graders borrowed ?
amy had some candy . she gave her friend number0 pieces and had number1 left . what 's the difference between of the pieces of candy amy gave away and the left ?,6 5,- number0 number1,1.0,"[1, 7, 8, 9, 10, 12, 13, 14, 29, 30, 31]",1,Difference,amy had some candy . she gave her friend number0 pieces and had number1 left .,what 's the difference between of the pieces of candy amy gave away and the left ?
a fast food restaurant had number0 hotdogs . after selling some they had number1 left . what 's the difference between the number of hotdogs before selling and after selling ?,91 20,- number0 number1,71.0,"[4, 5, 6, 12, 13, 14, 27, 28, 29]",2,Difference,a fast food restaurant had number0 hotdogs . after selling some they had number1 left .,what 's the difference between the number of hotdogs before selling and after selling ?
if number0 pack of gum costs $ number1 how many packs of gum can you buy with $ number2 ?,1 2 16,/ number2 number1,8.0,"[0, 1, 2, 5, 6, 7, 8, 16, 17, 18, 19]",3,Common-Division,if number0 pack of gum costs $ number1,how many packs of gum can you buy with $ number2 ?
kim wants to buy a new watch that costs $ number0 . how much change does she receive if she gives the cashier $ number1 ?,87.60 100,- number1 number0,12.4,"[9, 10, 22, 23, 24, 25]",5,Subtraction,kim wants to buy a new watch that costs $ number0 .,how much change does she receive if she gives the cashier $ number1 ?
if number0 round costs $ number1 how many rounds of golf can you play with $ number2 ?,1 80 400,/ number2 number1,5.0,"[0, 1, 2, 3, 4, 5, 6, 14, 15, 16, 17]",3,Common-Division,if number0 round costs $ number1,how many rounds of golf can you play with $ number2 ?
last thursday drew had $ number0 . over the weekend he received some money for cutting the grass . he now has $ number1 . how much money did he get paid for cutting the grass ?,30 61,- number1 number0,31.0,"[33, 2, 3, 4, 5, 34, 35, 22, 23]",3,Subtraction,last thursday drew had $ number0 . over the weekend he received some money for cutting the grass . he now has $ number1 .,how much money did he get paid for cutting the grass ?
last week adam ran number0 miles more than katie . adam ran number1 miles . how many miles did katie run ?,25 35,- number1 number0,10.0,"[1, 3, 4, 5, 11, 12, 13, 18, 19, 20]",3,Subtraction,last week adam ran number0 miles more than katie . adam ran number1 miles .,how many miles did katie run ?
there were number0 soccer balls in the bag . coach b. found several additional soccer balls and placed them in the bag . there are now number1 balls in the bag . how many soccer balls did he pick up ?,6 24,- number1 number0,18.0,"[1, 2, 3, 4, 37, 6, 38, 39, 25, 26, 27]",3,Subtraction,there were number0 soccer balls in the bag . coach b. found several additional soccer balls and placed them in the bag . there are now number1 balls in the bag .,how many soccer balls did he pick up ?
there were number0 bales of hay in the barn . keith stacked more bales in the barn today . there are now number1 bales of hay in the barn . how many bales did he store in the barn ?,22 89,- number1 number0,67.0,"[1, 2, 3, 36, 5, 37, 38, 21, 22, 23]",3,Subtraction,there were number0 bales of hay in the barn . keith stacked more bales in the barn today . there are now number1 bales of hay in the barn .,how many bales did he store in the barn ?
there are number0 dogwood trees currently in the park . park workers will plant more dogwood trees today . when the workers are finished there will be number1 dogwood trees in the park . how many dogwood trees did the workers plant today ?,38 56,- number1 number0,18.0,"[1, 2, 3, 4, 7, 40, 41, 42, 26, 27, 28, 29]",3,Subtraction,there are number0 dogwood trees currently in the park . park workers will plant more dogwood trees today . when the workers are finished there will be number1 dogwood trees in the park .,how many dogwood trees did the workers plant today ?
alyssa has number0 books in her library . she bought several books at a yard sale over the weekend . she now has number1 books in her library . how many books did she buy at the yard sale ?,30 88,- number1 number0,58.0,"[1, 2, 3, 4, 5, 36, 37, 38, 23, 24, 25]",3,Subtraction,alyssa has number0 books in her library . she bought several books at a yard sale over the weekend . she now has number1 books in her library .,how many books did she buy at the yard sale ?
there were number0 roses in the vase . jessica cut some more roses from her flower garden . there are now number1 roses in the vase . how many roses did she cut ?,6 18,- number1 number0,12.0,"[32, 1, 2, 3, 5, 20, 21, 22, 30, 31]",2,Subtraction,there were number0 roses in the vase . jessica cut some more roses from her flower garden . there are now number1 roses in the vase .,how many roses did she cut ?
sam received number0 dollars for his birthday . he went to a sporting goods store and bought a baseball glove baseball and bat . he had number1 dollars left over how much did he spent on the baseball gear ?,87 23,- number0 number1,64.0,"[1, 2, 3, 36, 37, 38, 25, 26, 27]",3,Subtraction,sam received number0 dollars for his birthday . he went to a sporting goods store and bought a baseball glove baseball and bat . he had number1 dollars left over,how much did he spent on the baseball gear ?
if number0 cartridge costs number1 dollars how many ink cartridges can you buy with number2 dollars ?,1 15 180,/ number2 number1,12.0,"[0, 1, 2, 3, 4, 5, 13, 14, 15]",5,Common-Division,if number0 cartridge costs number1 dollars,how many ink cartridges can you buy with number2 dollars ?
after paying number0 dollars for the pie sandy has number1 dollars left . how much money did she have before buying the pie ?,6 57,+ number0 number1,63.0,"[1, 2, 3, 8, 9, 10, 20, 21, 22]",3,Addition,after paying number0 dollars for the pie sandy has number1 dollars left .,how much money did she have before buying the pie ?
jason had number0 peaches and number1 pears left at his roadside fruit stand . he went to the orchard and picked more peaches to stock up the stand . there are now number2 peaches at the stand how many did he pick ?,27 17 90,- number2 number0,63.0,"[32, 1, 2, 3, 4, 5, 6, 33, 7, 39, 40, 41, 31]",3,Subtraction,jason had number0 peaches and number1 pears left at his roadside fruit stand . he went to the orchard and picked more peaches to stock up the stand . there are now number2 peaches at the stand,how many did he pick ?
mike found number0 seashells on the beach he gave tom some of his seashells . he has number1 seashell left . how many seashells did he give to tom ?,62 13,- number0 number1,49.0,"[1, 2, 3, 5, 16, 17, 18, 26, 27, 28]",3,Subtraction,mike found number0 seashells on the beach he gave tom some of his seashells . he has number1 seashell left .,how many seashells did he give to tom ?
