Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
there are number0 students in mrs. riley 's class but she only has number1 pencils . how many more pencils does mrs. riley need ?,28 19,- number0 number1,9.0,"[1, 2, 3, 7, 12, 13, 14, 21, 22, 23]",3,Subtraction,there are number0 students in mrs. riley 's class but she only has number1 pencils .,how many more pencils does mrs. riley need ?
trevor counted number0 coins in his bank . he counted number1 quarters . the rest are dimes . how many more coints of the total than quarts does trevor have ?,77 29,- number0 number1,48.0,"[1, 2, 3, 9, 10, 11, 27, 28, 29]",3,Difference,trevor counted number0 coins in his bank . he counted number1 quarters . the rest are dimes .,how many more coints of the total than quarts does trevor have ?
laurie has number0 more marbles than kurt . kurt has number1 marbles less than dennis . dennis has number2 marbles . how many marbles does laurie have ?,12 45 70,+ - number2 number1 number0,37.0,"[1, 2, 3, 4, 5, 9, 10, 11, 17, 18, 19, 24, 25, 26]",3,TVQ-Final,laurie has number0 more marbles than kurt . kurt has number1 marbles less than dennis . dennis has number2 marbles .,how many marbles does laurie have ?
kate maggie and sue added up their ages . the total was number0 kate is number1 and maggie is number2 how old is sue ?,48 19 17,- - number0 number1 number2,12.0,"[11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 23]",3,TVQ-Initial,kate maggie and sue added up their ages . the total was number0 kate is number1 and maggie is number2 how,old is sue ?
anthony gets number0 cents every day for lunch . he bought a juice box for number1 cents . he also bought a cupcake . anthony had number2 cents left . how much did the cupcake cost ?,75 27 8,- - number0 number1 number2,40.0,"[1, 2, 3, 4, 33, 34, 35, 14, 15, 16, 25, 26, 27]",3,TVQ-Change,anthony gets number0 cents every day for lunch . he bought a juice box for number1 cents . he also bought a cupcake . anthony had number2 cents left .,how much did the cupcake cost ?
december is a busy month for the toy store . they had number0 games on the shelf . number1 games were sold the first week . the store got number2 more games from the factory . how many games did they have then ?,95 68 47,+ - number0 number1 number2,74.0,"[1, 2, 4, 5, 40, 41, 42, 11, 12, 13, 18, 19, 28, 29, 30, 31]",3,TVQ-Final,december is a busy month for the toy store . they had number0 games on the shelf . number1 games were sold the first week . the store got number2 more games from the factory .,how many games did they have then ?
the third graders are having a fair . they have number0 tickets to sell . they sold number1 tickets the first week and number2 tickets the second week . how many tickets do they have left to sell ?,90 38 17,- - number0 number2 number1,35.0,"[1, 35, 36, 37, 6, 9, 10, 11, 16, 17, 18, 22, 23, 24]",3,TVQ-Final,the third graders are having a fair . they have number0 tickets to sell . they sold number1 tickets the first week and number2 tickets the second week .,how many tickets do they have left to sell ?
kevin collected toys to use as prizes at the fair . he collected number0 stuffed animals . he also collected number1 frisbees and several yo-yos . kevin has number2 prizes in all . how many yo-yos did kevin collect ?,14 18 50,- - number2 number1 number0,18.0,"[1, 2, 3, 36, 37, 38, 12, 13, 14, 15, 19, 20, 21, 27, 28, 29]",3,TVQ-Initial,kevin collected toys to use as prizes at the fair . he collected number0 stuffed animals . he also collected number1 frisbees and several yo-yos . kevin has number2 prizes in all .,how many yo-yos did kevin collect ?
jasper is in charge of the refreshments . he sold number0 bags of chips . he sold number1 fewer hot dogs than chips . he sold number2 more drinks than hot dogs . how many drinks did jasper sell ?,27 8 12,+ - number0 number1 number2,31.0,"[1, 3, 4, 5, 6, 36, 37, 9, 10, 11, 38, 16, 17, 18, 20, 25, 26, 27, 28]",3,TVQ-Change,jasper is in charge of the refreshments . he sold number0 bags of chips . he sold number1 fewer hot dogs than chips . he sold number2 more drinks than hot dogs .,how many drinks did jasper sell ?
bridget wants to win the giant stuffed panda bear . she needs a total of number0 points to get it . bridget already scored number1 points at the penny pitch booth . she scored number2 more points on her next try . how many more points does bridget need ?,75 35 18,- - number0 number1 number2,22.0,"[33, 34, 35, 36, 2, 3, 1, 6, 14, 15, 16, 46, 47, 48, 23, 24, 25]",3,TVQ-Change,bridget wants to win the giant stuffed panda bear . she needs a total of number0 points to get it . bridget already scored number1 points at the penny pitch booth . she scored number2 more points on her next try .,how many more points does bridget need ?
the ice rink has number0 pairs of skates to rent . number1 people rented skates when the ice rink opened . number2 more people rented skates during the first hour . how many pairs of skates are left ?,85 18 25,- - number0 number1 number2,42.0,"[1, 3, 4, 5, 35, 36, 37, 11, 12, 21, 22, 23]",3,TVQ-Final,the ice rink has number0 pairs of skates to rent . number1 people rented skates when the ice rink opened . number2 more people rented skates during the first hour .,how many pairs of skates are left ?
jake set up a candy stand in his front yard . he has number0 pieces of candy to sell . he sold number1 pieces of candy on monday . he sold much more than that on tuesday . by wednesday jakes only had number2 pieces left . how many pieces of candy did jake sell on tuesday ?,80 15 7,- - number0 number1 number2,58.0,"[1, 4, 7, 42, 43, 12, 13, 14, 44, 21, 22, 23, 54, 55, 56]",3,TVQ-Change,jake set up a candy stand in his front yard . he has number0 pieces of candy to sell . he sold number1 pieces of candy on monday . he sold much more than that on tuesday . by wednesday jakes only had number2 pieces left .,how many pieces of candy did jake sell on tuesday ?
the ski resort reported number0 inches of snow in january . they measured number1 inches of snow during the first week . they measured number2 inches of snow the second week . how much snow did they get the rest of the month ?,65 18 25,- - number0 number1 number2,22.0,"[1, 3, 4, 5, 40, 41, 42, 12, 13, 14, 23, 24, 25]",3,TVQ-Final,the ski resort reported number0 inches of snow in january . they measured number1 inches of snow during the first week . they measured number2 inches of snow the second week .,how much snow did they get the rest of the month ?
carey and pat are moving chairs to the gym . they agreed to move number0 chairs . carey moved number1 chairs . pat has moved number2 chairs . how many more chairs do they have left to move ?,74 28 29,- - number0 number1 number2,17.0,"[1, 2, 3, 4, 35, 36, 7, 37, 13, 14, 15, 18, 19, 20, 24, 25, 26]",3,TVQ-Final,carey and pat are moving chairs to the gym . they agreed to move number0 chairs . carey moved number1 chairs . pat has moved number2 chairs .,how many more chairs do they have left to move ?
jean had a bag of candy . she gave number0 pieces to her friend . jean ate number1 pieces . now she has number2 pieces left . how many pieces of candy did jean have at first ?,18 7 16,+ + number2 number1 number0,41.0,"[1, 2, 34, 35, 36, 7, 8, 9, 10, 16, 17, 18, 22, 23, 24]",3,TVQ-Initial,jean had a bag of candy . she gave number0 pieces to her friend . jean ate number1 pieces . now she has number2 pieces left .,how many pieces of candy did jean have at first ?
charlene made number0 bead necklaces . she sold number1 at a craft fair . she gave number2 to her friends . how many necklaces did charlene have then ?,60 16 18,- - number0 number1 number2,26.0,"[1, 2, 3, 4, 5, 7, 8, 9, 15, 16, 17, 25, 26, 27]",3,TVQ-Final,charlene made number0 bead necklaces . she sold number1 at a craft fair . she gave number2 to her friends .,how many necklaces did charlene have then ?
the coach bought number0 extra large pizzas for the team . there were number1 slices of pizza totally . after the team ate some of the slices there were number2 slices left . how many slices of pizza did the team eat ?,2 32 7,- number1 number2,25.0,"[1, 2, 3, 4, 5, 6, 39, 8, 9, 40, 41, 12, 13, 14, 28, 29, 30]",3,Difference,the coach bought number0 extra large pizzas for the team . there were number1 slices of pizza totally . after the team ate some of the slices there were number2 slices left .,how many slices of pizza did the team eat ?
ramon works at the supermarket . he put number0 boxes of choco delights on the shelf . there were already number1 boxes there . later that day ramon counted number2 boxes on the shelf . how many boxes of choco delights were missing ?,26 15 22,+ - number0 number2 number1,19.0,"[1, 4, 7, 8, 9, 40, 41, 42, 19, 20, 21, 28, 29, 30]",3,TVQ-Change,ramon works at the supermarket . he put number0 boxes of choco delights on the shelf . there were already number1 boxes there . later that day ramon counted number2 boxes on the shelf .,how many boxes of choco delights were missing ?
number0 children and number1 adults went to the track meet . the stadium has number2 seats . how many seats were empty ?,52 29 95,- - number2 number0 number1,14.0,"[0, 1, 2, 3, 4, 5, 13, 14, 15, 19, 20, 21]",3,TVQ-Final,number0 children and number1 adults went to the track meet . the stadium has number2 seats .,how many seats were empty ?
alvin had number0 marbles and played number1 games . he lost number2 marbles during the first game . he won number3 marbles during the second game . how many marbles did alvin have then ?,57 2 18 25,+ - number0 number2 number3,64.0,"[32, 1, 2, 3, 33, 5, 6, 7, 10, 11, 12, 19, 20, 21, 31]",3,TVQ-Final,alvin had number0 marbles and played number1 games . he lost number2 marbles during the first game . he won number3 marbles during the second game .,how many marbles did alvin have then ?
cheryl counted number0 lemons . lori bought number1 more lemons . how many lemons do the girls have altogether ?,16 28,+ number0 number1,44.0,"[1, 2, 3, 6, 7, 8, 9, 16, 17, 18]",3,Addition,cheryl counted number0 lemons . lori bought number1 more lemons .,how many lemons do the girls have altogether ?
coach mike bought several cups of lemonade . the girls told him it would cost number0 cents . the coach gave the girls number1 cents . how much change did coach mike get back ?,58 75,- number1 number0,17.0,"[32, 33, 2, 6, 14, 15, 16, 22, 23, 24, 31]",3,Subtraction,coach mike bought several cups of lemonade . the girls told him it would cost number0 cents . the coach gave the girls number1 cents .,how much change did coach mike get back ?
frankie and max went trick-or-treating . frankie got number0 pieces of candy . max got number1 pieces of candy . how many more pieces of candy did max get ?,74 92,- number1 number0,18.0,"[1, 2, 7, 8, 9, 14, 15, 16, 26, 27, 28]",3,Subtraction,frankie and max went trick-or-treating . frankie got number0 pieces of candy . max got number1 pieces of candy .,how many more pieces of candy did max get ?
the book nook sold number0 computer books last week . the sold number1 more cook books than computer books . how many cook books did the book nook sell ?,27 15,+ number0 number1,42.0,"[1, 3, 4, 5, 6, 8, 11, 12, 13, 26, 27, 28]",3,Addition,the book nook sold number0 computer books last week . the sold number1 more cook books than computer books .,how many cook books did the book nook sell ?
the smart mart sells educational toys . they sold number0 science kits last week . the sold number1 fewer puzzles than science kits . how many puzzles did the smart mart sell ?,45 9,- number0 number1,36.0,"[1, 8, 9, 10, 11, 16, 17, 18, 29, 30, 31]",3,Subtraction,the smart mart sells educational toys . they sold number0 science kits last week . the sold number1 fewer puzzles than science kits .,how many puzzles did the smart mart sell ?
angela won a contest . she gets $ number0 to spend at puzzle palace . she bought many wonderful puzzles . she had $ number1 left . how much did she spend ?,90 12,- number0 number1,78.0,"[1, 7, 8, 9, 23, 24, 25, 29, 30, 31]",3,Subtraction,angela won a contest . she gets $ number0 to spend at puzzle palace . she bought many wonderful puzzles . she had $ number1 left .,how much did she spend ?
number0 people visited the statue of liberty in the morning . number1 more people visited in the afternoon than in the morning . how many people visited the statue of liberty in the afternoon ?,35 56,+ number0 number1,91.0,"[0, 1, 2, 3, 32, 33, 11, 12, 13, 31]",3,Addition,number0 people visited the statue of liberty in the morning . number1 more people visited in the afternoon than in the morning .,how many people visited the statue of liberty in the afternoon ?
greg wants to buy a $ number0 scooter . he has saved $ number1 so far . how much more money does greg need ?,90 57,- number0 number1,33.0,"[2, 5, 6, 7, 12, 13, 14, 21, 22, 23]",3,Subtraction,greg wants to buy a $ number0 scooter . he has saved $ number1 so far .,how much more money does greg need ?
paul and vinnie deliver newspapers . paul made $ number0 in tips . vinnie made $ number1 more than paul . how much did vinnie make ?,14 16,+ number0 number1,30.0,"[1, 4, 8, 9, 10, 15, 16, 17, 23, 24, 25]",3,Addition,paul and vinnie deliver newspapers . paul made $ number0 in tips . vinnie made $ number1 more than paul .,how much did vinnie make ?
matthew and billie went apple picking . matthew found number0 big red apples . billie found some as well . together they found number1 apples . how many apples did billie find ?,46 80,- number1 number0,34.0,"[1, 2, 3, 4, 5, 8, 9, 10, 12, 22, 23, 24, 29, 30, 31]",3,Subtraction,matthew and billie went apple picking . matthew found number0 big red apples . billie found some as well . together they found number1 apples .,how many apples did billie find ?
the library has number0 science books . the second graders borrowed number1 of them . how many science books are left ?,75 18,- number0 number1,57.0,"[1, 2, 3, 4, 5, 10, 11, 12, 18, 19, 20]",3,Subtraction,the library has number0 science books . the second graders borrowed number1 of them .,how many science books are left ?
brian ran around the school track in number0 seconds . todd ran around it in number1 seconds . how many fewer seconds did it take todd to run around the tracl ?,96 88,- number0 number1,8.0,"[1, 2, 6, 7, 8, 14, 15, 16, 28, 29, 30]",3,Subtraction,brian ran around the school track in number0 seconds . todd ran around it in number1 seconds .,how many fewer seconds did it take todd to run around the tracl ?
frannie and meg are in a jump rope contest . frannie jumped number0 times without missing . she jumped number1 fewer times than meg . how many times did meg jump ?,53 18,+ number0 number1,71.0,"[1, 3, 5, 11, 12, 13, 18, 19, 20, 21, 28, 29, 30]",3,Addition,frannie and meg are in a jump rope contest . frannie jumped number0 times without missing . she jumped number1 fewer times than meg .,how many times did meg jump ?
if you add number0 to a mystery number you will get number1 what is the mystery number ?,45 92,- number1 number0,47.0,"[2, 3, 4, 10, 11, 12, 14, 15, 16]",3,Subtraction,if you add number0 to a mystery number you will get number1 what,is the mystery number ?
a book has number0 chapters . the first chapter is number1 pages long . the second chapter is number2 pages long . how many pages does the book have altogether ?,2 48 46,+ number1 number2,94.0,"[1, 2, 3, 4, 6, 9, 10, 11, 17, 18, 19, 27, 28, 29]",3,Addition,a book has number0 chapters . the first chapter is number1 pages long . the second chapter is number2 pages long .,how many pages does the book have altogether ?
ted and fred measured their height . their total height is number0 inches . ted is number1 inches tall . how tall is fred ?,98 39,- number0 number1,59.0,"[10, 11, 12, 15, 16, 17, 21, 22, 23]",3,Subtraction,ted and fred measured their height . their total height is number0 inches . ted is number1 inches tall .,how tall is fred ?
the grasshopper and the frog had a jumping contest . the grasshopper jumped number0 inches . the frog jumped number1 inches farther than the grasshopper . how far did the frog jump ?,25 15,+ number0 number1,40.0,"[12, 13, 14, 18, 19, 20, 29, 30, 31]",3,Addition,the grasshopper and the frog had a jumping contest . the grasshopper jumped number0 inches . the frog jumped number1 inches farther than the grasshopper .,how far did the frog jump ?
marco and his dad went strawberry picking . together their strawberries weighed number0 pounds . marco 's strawberries weighed number1 pounds . how much did his dad 's strawberries weigh ?,23 14,- number0 number1,9.0,"[3, 11, 12, 13, 18, 19, 20, 27, 28, 29]",3,Subtraction,marco and his dad went strawberry picking . together their strawberries weighed number0 pounds . marco 's strawberries weighed number1 pounds .,how much did his dad 's strawberries weigh ?
miki bought number0 packs of red bouncy balls and number1 packs of yellow bouncy balls . each package contained number2 bouncy balls . how many more packs of red bouncy balls than yellow bouncy balls did miki buy ?,4 3 7,- number0 number1,1.0,"[1, 2, 3, 4, 5, 6, 35, 8, 9, 10, 36, 12, 13, 14, 16, 18, 19, 20, 21, 37]",5,Difference,miki bought number0 packs of red bouncy balls and number1 packs of yellow bouncy balls . each package contained number2 bouncy balls .,how many more packs of red bouncy balls than yellow bouncy balls did miki buy ?
willy has number0 crayons . lucy has number1 crayons . how many more crayons does willy have than lucy ?,5092 3971,- number0 number1,1121.0,"[1, 2, 3, 6, 7, 8, 16, 17, 18]",5,Difference,willy has number0 crayons . lucy has number1 crayons .,how many more crayons does willy have than lucy ?
a worker at a medical lab is studying blood samples . the first sample contained number0 blood cells . the second number1 contained number2 more than the first . about how many blood cells were in the second sample ?,1410 1 6908,+ number0 number2,8318.0,"[2, 3, 36, 37, 38, 9, 14, 15, 16, 17, 20, 21, 22, 23, 24]",4,Addition,a worker at a medical lab is studying blood samples . the first sample contained number0 blood cells . the second number1 contained number2 more than the first .,about how many blood cells were in the second sample ?
during summer break number0 kids from lawrence county go to camp and the other number1 kids stay home . about how many kids are in lawrence county ?,564237 495718,+ number0 number1,1059955.0,"[2, 3, 4, 7, 8, 13, 14, 15, 16, 24, 25, 26]",4,Addition,during summer break number0 kids from lawrence county go to camp and the other number1 kids stay home .,about how many kids are in lawrence county ?
there is a snail problem in centerville . people work together to get rid number0 snails but number1 of them remain . about how many snails were originally in centerville ?,3482 8278,+ number0 number1,11760.0,"[2, 4, 5, 7, 13, 14, 15, 16, 17, 18, 27, 28, 29]",4,Addition,there is a snail problem in centerville . people work together to get rid number0 snails but number1 of them remain .,about how many snails were originally in centerville ?
recently the postal service sold stamps with famous people pictured on them . they sold number0 color stamps as well as number1 black-and-white number2 . about how many stamps did they sell ?,578833 523776 1,+ number0 number1,1102609.0,"[1, 4, 14, 15, 16, 17, 18, 20, 21, 22, 23, 29, 30, 31]",4,Addition,recently the postal service sold stamps with famous people pictured on them . they sold number0 color stamps as well as number1 black-and-white number2 .,about how many stamps did they sell ?
audrey has number0 peaches . paul has number1 peaches . what 's the difference of the number of audrey 's peaches and paul 's peaches ?,26 48,- number1 number0,22.0,"[1, 2, 3, 6, 7, 8, 22, 23, 24]",1,Difference,audrey has number0 peaches . paul has number1 peaches .,what 's the difference of the number of audrey 's peaches and paul 's peaches ?
alyssa had number0 cookies . aiyanna has number1 what 's the difference of the number of alyssa 's cookies and aiyanna 's cookies ?,129 140,- number1 number0,11.0,"[2, 3, 4, 7, 8, 9, 20, 21, 22]",2,Difference,alyssa had number0 cookies . aiyanna has number1 what,'s the difference of the number of alyssa 's cookies and aiyanna 's cookies ?
mrs. sheridan has number0 cats . mrs. garrett has number1 cats . what 's the difference of the number of mrs. sheridan 's cats and mrs. garrett 's cats ?,11 24,- number1 number0,13.0,"[2, 3, 4, 8, 9, 10, 26, 27, 28]",2,Difference,mrs. sheridan has number0 cats . mrs. garrett has number1 cats .,what 's the difference of the number of mrs. sheridan 's cats and mrs. garrett 's cats ?
mrs. santiago has number0 red roses . mrs. garrett has number1 what 's the difference of the number of mrs. santiago 's red roses and mrs. garrett 's red roses ?,58 24,- number0 number1,34.0,"[2, 3, 4, 5, 9, 10, 11, 17, 27, 28, 29]",2,Difference,mrs. santiago has number0 red roses . mrs. garrett has number1 what,'s the difference of the number of mrs. santiago 's red roses and mrs. garrett 's red roses ?
bobby has number0 books . kristi has number1 books . what 's the difference of the number of bobby 's books and kristi 's books ?,142 78,- number0 number1,64.0,"[1, 2, 3, 6, 7, 8, 22, 23, 24]",2,Difference,bobby has number0 books . kristi has number1 books .,what 's the difference of the number of bobby 's books and kristi 's books ?
diane wants to buy a package of cookies . the cookies cost number0 cents . diane has number1 cents . what 's the difference between the cost of the cookies and the money of diane ?,65 27,- number0 number1,38.0,"[32, 1, 2, 33, 34, 11, 12, 13, 16, 17, 18]",3,Difference,diane wants to buy a package of cookies . the cookies cost number0 cents . diane has number1 cents .,what 's the difference between the cost of the cookies and the money of diane ?
there are number0 questions on the math test . number1 questions are word problems . number2 questions are addition and subtraction problems . steve can only answer number3 questions . what 's the difference between the number of all questions on the math test and the number of questions that steve can answer ?,45 17 28 38,- number0 number3,7.0,"[1, 2, 3, 9, 10, 12, 15, 16, 50, 51, 52, 21, 26, 27, 28]",3,Difference,there are number0 questions on the math test . number1 questions are word problems . number2 questions are addition and subtraction problems . steve can only answer number3 questions .,what 's the difference between the number of all questions on the math test and the number of questions that steve can answer ?
at the arcade billy had won number0 tickets . after buying a yoyo he had number1 tickets left . what 's the difference between the number of billy 's tickets he won and he had the left after buying yoyo ?,48 32,- number0 number1,16.0,"[5, 6, 7, 37, 38, 39, 14, 15, 16]",2,Difference,at the arcade billy had won number0 tickets . after buying a yoyo he had number1 tickets left .,what 's the difference between the number of billy 's tickets he won and he had the left after buying yoyo ?
for halloween frank got number0 pounds of candy . if he gave number1 pounds to nancy what 's the difference between the pounds of frank 's candy before he gave nancy and he gave to ?,15 8,- number0 number1,7.0,"[32, 33, 2, 3, 4, 5, 34, 11, 12, 13]",1,Difference,for halloween frank got number0 pounds of candy . if he gave number1 pounds to nancy,what 's the difference between the pounds of frank 's candy before he gave nancy and he gave to ?
billy was playing basketball with his friend . billy scored number0 points and his friend scored number1 points . what 's the difference between billy 's points and his friend 's points ?,7 9,- number1 number0,2.0,"[1, 7, 9, 10, 11, 15, 16, 17, 29, 30, 31]",4,Difference,billy was playing basketball with his friend . billy scored number0 points and his friend scored number1 points .,what 's the difference between billy 's points and his friend 's points ?
when maria got to the fair she had $ number0 . when she left she had $ number1 . what 's the difference between the number of dollars when maria got and left the fair ?,87 16,- number0 number1,71.0,"[32, 33, 34, 7, 8, 9, 15, 16, 17]",2,Difference,when maria got to the fair she had $ number0 . when she left she had $ number1 .,what 's the difference between the number of dollars when maria got and left the fair ?
paul spent $ number0 . now he has $ number1 . what 's the difference between the number of dollars that he spent and he has now ?,75 11,- number0 number1,64.0,"[1, 2, 3, 7, 8, 9, 24, 25, 26]",2,Difference,paul spent $ number0 . now he has $ number1 .,what 's the difference between the number of dollars that he spent and he has now ?
ted and fred measured their height . fred 's height is number0 inches . ted is number1 inches tall . what 's the difference between ted 's height and fred 's height ?,98 39,- number0 number1,59.0,"[10, 11, 12, 15, 16, 17, 29, 30, 31]",3,Difference,ted and fred measured their height . fred 's height is number0 inches . ted is number1 inches tall .,what 's the difference between ted 's height and fred 's height ?
oliver was weighing boxes for moving . the first was number0 pounds the second was number1 pounds and the last was number2 pounds . what 's the difference between the weight of the first box and the third box ?,2 3 13,- number2 number0,11.0,"[36, 37, 38, 9, 10, 11, 14, 15, 16, 20, 21, 22]",1,Difference,oliver was weighing boxes for moving . the first was number0 pounds the second was number1 pounds and the last was number2 pounds .,what 's the difference between the weight of the first box and the third box ?
haley had number0 dollars . if she got number1 more dollars in total for doing chores and her birthday what 's the difference between the number of dollars before haley got money and she got from events ?,2 13,- number1 number0,11.0,"[1, 2, 3, 4, 34, 35, 7, 8, 9, 10, 36]",1,Difference,haley had number0 dollars . if she got number1 more dollars in total for doing chores and her birthday,what 's the difference between the number of dollars before haley got money and she got from events ?
kale mowed his lawn number0 times total during the spring . if he mowed it number1 times in the summer . what 's the difference between the number of times on mowing in the spring and summer ?,8 5,- number0 number1,3.0,"[34, 3, 4, 5, 35, 36, 14, 15, 16]",4,Difference,kale mowed his lawn number0 times total during the spring . if he mowed it number1 times in the summer .,what 's the difference between the number of times on mowing in the spring and summer ?
a farmer had number0 tomatoes from his garden . if he picked number1 of them what 's the difference between the number of tomatoes before picking and he picked ?,17 9,- number0 number1,8.0,"[2, 3, 4, 11, 12, 13, 26, 27, 28]",1,Difference,a farmer had number0 tomatoes from his garden . if he picked number1 of them,what 's the difference between the number of tomatoes before picking and he picked ?
dave was picking up sticks from his yard . he picked up number0 but there were still number1 left . what 's the difference between the number of sticks that dave picked up and the left ?,14 4,- number0 number1,10.0,"[33, 34, 35, 11, 12, 13, 16, 17, 18]",1,Difference,dave was picking up sticks from his yard . he picked up number0 but there were still number1 left .,what 's the difference between the number of sticks that dave picked up and the left ?
a waiter had number0 customers . after some left he still had number1 customers . what 's the difference between the number of customers before leaving and after leaving ?,19 4,- number0 number1,15.0,"[2, 3, 4, 5, 11, 12, 13, 26, 27, 28]",1,Difference,a waiter had number0 customers . after some left he still had number1 customers .,what 's the difference between the number of customers before leaving and after leaving ?
while playing a video game victor lost number0 lives . now he has number1 lives . what 's the difference between the number of the lives that victor lost and now ?,14 2,- number0 number1,12.0,"[2, 6, 7, 8, 12, 13, 14, 28, 29, 30]",1,Difference,while playing a video game victor lost number0 lives . now he has number1 lives .,what 's the difference between the number of the lives that victor lost and now ?
a pet store had number0 gerbils . if they sold number1 of them what 's the difference between the number of gerbils that they had before selling and they sold ?,68 14,- number0 number1,54.0,"[3, 4, 5, 9, 10, 11, 27, 28, 29]",2,Difference,a pet store had number0 gerbils . if they sold number1 of them,what 's the difference between the number of gerbils that they had before selling and they sold ?
tripp and charlotte are going on a number0 mile hike . tripp 's backpack weighs number1 pounds . charlotte 's backpack weighs number2 pounds . they hiked number3 miles the first day . what 's the difference between the pounds of backpack of tripp and charlotte ?,36 25 18 9,- number1 number2,7.0,"[3, 6, 7, 8, 43, 44, 45, 14, 15, 16, 21, 22, 23, 26, 27, 28]",3,Difference,tripp and charlotte are going on a number0 mile hike . tripp 's backpack weighs number1 pounds . charlotte 's backpack weighs number2 pounds . they hiked number3 miles the first day .,what 's the difference between the pounds of backpack of tripp and charlotte ?
oliver had number0 cherries . after eating some he had number1 left . what 's the difference between the number of cherries that oliver had before eating and the left after eating ?,16 6,- number0 number1,10.0,"[1, 2, 3, 4, 9, 10, 11, 29, 30, 31]",1,Difference,oliver had number0 cherries . after eating some he had number1 left .,what 's the difference between the number of cherries that oliver had before eating and the left after eating ?
a furniture store had number0 chairs . after selling some there was number1 left . what 's the difference between the number of chairs before selling and the left ?,15 3,- number0 number1,12.0,"[3, 4, 5, 11, 12, 13, 26, 27, 28]",1,Difference,a furniture store had number0 chairs . after selling some there was number1 left .,what 's the difference between the number of chairs before selling and the left ?
zoe picked number0 apples from her tree . now the tree has number1 apples still on it . what 's the difference between the number of apples zoe picked and now the tree has ?,5 6,- number1 number0,1.0,"[32, 1, 2, 3, 33, 11, 12, 13, 31]",1,Difference,zoe picked number0 apples from her tree . now the tree has number1 apples still on it .,what 's the difference between the number of apples zoe picked and now the tree has ?
a museum had number0 paintings . after they got rid of some they had number1 left . what 's the difference between the number of paintings before they got rid of and the left ?,14 4,- number0 number1,10.0,"[32, 33, 2, 3, 4, 7, 13, 14, 15, 31]",1,Difference,a museum had number0 paintings . after they got rid of some they had number1 left .,what 's the difference between the number of paintings before they got rid of and the left ?
a clown had number0 balloons . he gave number1 away at a party . what 's the difference between the number of balloons the clown had in the beginning and he gave away at a party ?,16 4,- number0 number1,12.0,"[33, 2, 3, 4, 34, 35, 7, 8, 9]",1,Difference,a clown had number0 balloons . he gave number1 away at a party .,what 's the difference between the number of balloons the clown had in the beginning and he gave away at a party ?
amy had some candy . she gave her friend number0 pieces and had number1 left . what 's the difference between of the pieces of candy amy gave away and the left ?,6 5,- number0 number1,1.0,"[1, 7, 8, 9, 10, 12, 13, 14, 29, 30, 31]",1,Difference,amy had some candy . she gave her friend number0 pieces and had number1 left .,what 's the difference between of the pieces of candy amy gave away and the left ?
at a bus stop number0 people got off the bus . now there were number1 people on the bus . what 's the difference between the number of people getting off the bus and still on the bus ?,5 90,- number1 number0,85.0,"[2, 3, 4, 5, 6, 35, 36, 37, 13, 14, 15]",2,Difference,at a bus stop number0 people got off the bus . now there were number1 people on the bus .,what 's the difference between the number of people getting off the bus and still on the bus ?
a fast food restaurant had number0 hotdogs . after selling some they had number1 left . what 's the difference between the number of hotdogs before selling and after selling ?,91 20,- number0 number1,71.0,"[4, 5, 6, 12, 13, 14, 27, 28, 29]",2,Difference,a fast food restaurant had number0 hotdogs . after selling some they had number1 left .,what 's the difference between the number of hotdogs before selling and after selling ?
if number0 pack of gum costs $ number1 how many packs of gum can you buy with $ number2 ?,1 2 16,/ number2 number1,8.0,"[0, 1, 2, 5, 6, 7, 8, 16, 17, 18, 19]",3,Common-Division,if number0 pack of gum costs $ number1,how many packs of gum can you buy with $ number2 ?
after paying $ number0 for a drink bryon has $ number1 . how much money did he have before buying the drink ?,2.30 17.15,+ number0 number1,19.45,"[1, 2, 3, 4, 8, 9, 10, 19, 20, 21]",5,Addition,after paying $ number0 for a drink bryon has $ number1 .,how much money did he have before buying the drink ?
if number0 round costs $ number1 how many rounds of golf can you play with $ number2 ?,1 80 400,/ number2 number1,5.0,"[0, 1, 2, 3, 4, 5, 6, 14, 15, 16, 17]",3,Common-Division,if number0 round costs $ number1,how many rounds of golf can you play with $ number2 ?
last thursday drew had $ number0 . over the weekend he received some money for cutting the grass . he now has $ number1 . how much money did he get paid for cutting the grass ?,30 61,- number1 number0,31.0,"[33, 2, 3, 4, 5, 34, 35, 22, 23]",3,Subtraction,last thursday drew had $ number0 . over the weekend he received some money for cutting the grass . he now has $ number1 .,how much money did he get paid for cutting the grass ?
last week howard had number0 dollars . he washed windows over the weekend and now has number1 dollars . how much money did he make washing windows ?,26 52,- number1 number0,26.0,"[3, 4, 5, 8, 15, 16, 17, 24, 25, 26]",3,Subtraction,last week howard had number0 dollars . he washed windows over the weekend and now has number1 dollars .,how much money did he make washing windows ?
there were number0 soccer balls in the bag . coach b. found several additional soccer balls and placed them in the bag . there are now number1 balls in the bag . how many soccer balls did he pick up ?,6 24,- number1 number0,18.0,"[1, 2, 3, 4, 37, 6, 38, 39, 25, 26, 27]",3,Subtraction,there were number0 soccer balls in the bag . coach b. found several additional soccer balls and placed them in the bag . there are now number1 balls in the bag .,how many soccer balls did he pick up ?
